"許可證字號","中文品名","英文品名","形狀","特殊劑型","顏色","特殊氣味","刻痕","外觀尺寸","標註一","標註二","外觀圖檔連結"
"衛署藥製字第050101號","解脂盈膠囊 120 毫克","Oilcut Capsules 120mg","膠囊","","藍;;;藍","","無","19.2","YSP OIC","YSP OIC","https://mcp.fda.gov.tw/insert/shapeImg/3d99ef62-d5a6-40a4-9c1a-574cbf1845d4?c=o"
"衛署藥製字第050114號","復憶能 膠囊 4.5 毫克","Revelin Capsules 4.5 mg","膠囊","","紅;;;紅","","無","18","REVELIN 4 5mg",,"https://mcp.fda.gov.tw/insert/shapeImg/89fb8b5d-3bf4-46db-b31c-eb92cb1f57cf?c=o"
"衛署藥製字第050116號","使佳通膜衣錠 25 毫克","Skyton F.C. Tablets 25mg","圓形","","黃","","無","7",,,"https://mcp.fda.gov.tw/insert/shapeImg/64aed65e-4ad2-4ada-a0ff-900ee1a3c504?c=o"
"衛署藥製字第050123號","“十全”樂洩敏膜衣錠 5 毫克","Locemine F.C. Tablets 5 mg“S.C.”","橢圓形","","白","","直線","9.0","SC",,"https://mcp.fda.gov.tw/insert/shapeImg/5aed7f5c-2f08-4120-904f-dfa0e91d9594?c=o"
"衛署藥製字第050126號","“信東”絡柔奎膜衣錠 75 毫克","Clogrel Film Coated Tablets 75mg (Clopidogrel)","圓形","","粉","","無","9","ST","171","https://mcp.fda.gov.tw/insert/shapeImg/4eeb6d88-ce8d-4537-8f93-8cb2d938e43b?c=o"
"衛署藥製字第050127號","痛必舒 膜衣錠 600 毫克","TonBiShu F.C. Tablets 600mg","橢圓形","","粉","","無","20","TYS",,"https://mcp.fda.gov.tw/insert/shapeImg/e4f1c03f-23ff-4a4e-86d4-aaec2209eb15?c=o"
"衛署藥製字第050130號","安索糖錠 15 毫克","Anxotos Tablets 15 mg","圓形","","白","","直線","5","AX 090",,"https://mcp.fda.gov.tw/insert/shapeImg/a69f004f-eb52-473c-a6ef-d759270cb42f_img_1?c=o"
"衛署藥製字第050135號","拜胃爾 膜衣錠","Paspertase F.C. Tablets","圓形","","白","","無","11",,,"https://mcp.fda.gov.tw/insert/shapeImg/fb32803e-3e7e-4975-9e7f-0a1602d31cfe?c=o"
"衛署藥製字第050136號","“榮民”密克優錠 0.5 毫克","Mykyo Tablets 0.5mg (Metolazone)","圓形","","白","","無","6.3","VPC","143","https://mcp.fda.gov.tw/insert/shapeImg/71fe4b38-1767-48f0-8711-5d959df06684?c=o"
"衛署藥製字第050138號","〝永勝〞費落持續釋放膜衣錠 10 毫克","Felo E.R. F.C. Tablets 10mg ""EVEREST""","圓形","","紅","","直線","9","A Em","1 0","https://mcp.fda.gov.tw/insert/shapeImg/dbf0213e-1363-4c76-8ac1-39aad5401653?c=o"
"衛署藥製字第050140號","免疫靈軟膠囊 100 毫克","Cycos Soft Gelatin Capsule 100 mg","橢圓形","","灰;;;灰","","無","10.5",,,"https://mcp.fda.gov.tw/insert/shapeImg/3f71aa98-51c4-449e-bc43-7328a4d028ed_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/e3ff176f-8bfc-4fab-9ec5-1f9741415ed8?c=o"
"衛署藥製字第050142號","“信東”瘡寧膜衣錠 200 毫克","Hydroquine Film Coated Tablets 200mg","圓形","","白","","無","10","ST","200","https://mcp.fda.gov.tw/insert/shapeImg/bfce5d90-f1dc-4368-bbf2-cda970b86867?c=o"
"衛署藥製字第050145號","萊欣膜衣錠 5 毫克","Xyzine F.C. Tablets 5mg","橢圓形","","白","","無","8.1","CCP","170","https://mcp.fda.gov.tw/insert/shapeImg/76b47286-a3ad-4353-b6df-818a81950e7f?c=o"
"衛署藥製字第050152號","健佳力錠 350 毫克","Gencari Tabelets 350mg","橢圓形","","白","","直線","15.2","GBL 094",,"https://mcp.fda.gov.tw/insert/shapeImg/29c8b1ba-e54e-4cbe-a6c8-2469b28086f8?c=o"
"衛署藥製字第050154號","異莫分膠囊 250 毫克","Immufine capsules 250mg","膠囊","","藍;;;橘","","無","20","18",,"https://mcp.fda.gov.tw/insert/shapeImg/c598df5b-a37f-45cb-937a-50e8fc9018b9?c=o"
"衛署藥製字第050155號","”聯邦”比斯拉脫膠囊 120 毫克","Visrrat capsules 120mg“Union”","膠囊","","藍;;;藍","","無","20","UN 114","Visrrat 120","https://mcp.fda.gov.tw/insert/shapeImg/dfa23a63-61dd-485c-87e2-c7596031837d?c=o"
"衛署藥製字第050165號","憶尤欣膜衣錠 5 毫克","Remecin F.C. Tablets 5mg","圓形","","白","","無","6.5","S","5","https://mcp.fda.gov.tw/insert/shapeImg/abc1c6e0-6307-4e1c-8918-939b0fa27b31?c=o"
"衛署藥製字第050168號","“信東”護列淨持續釋放膠囊0.2毫克","Holigin S.R. Capsules 0.2mg","膠囊","","粉;;;白","","無","15","Ta 0 2","ST 058","https://mcp.fda.gov.tw/insert/shapeImg/9dfff715-b9b5-4d8d-bbe5-c2661c8d2b9b?c=o"
"衛署藥製字第050175號","克敏夜膠囊 50 毫克","Yecoan Capsules 50mg","膠囊","","橘;;;白","","無","14",,,"https://mcp.fda.gov.tw/insert/shapeImg/c021f11e-05ea-44b8-9109-b75c2cb6a297?c=o"
"衛署藥製字第050177號","脈適欣錠 10 毫克","Maxipril 10 mg Tablets","雙圓形","","白","","直線","9","MAC MAC",,"https://mcp.fda.gov.tw/insert/shapeImg/22ef5557-0c9e-4fa3-935e-d826d3d4ab72?c=o"
"衛署藥製字第050179號","“杏輝”適痙定 錠","Spasmotin Tablets“Sinphar”","圓形","","白","","直線","7","SP 444",,"https://mcp.fda.gov.tw/insert/shapeImg/7af83e8b-8e19-447c-a519-4fc54bf18664_img_1?c=o"
"衛署藥製字第050182號","“強生”甲硫嗎唑錠 5 毫克","METHIMAZOLE TABLETS 5MG“JOHNSON”","圓形","","綠","","直線","6","I 16","JCP","https://mcp.fda.gov.tw/insert/shapeImg/771b5f63-6f51-45ed-bb81-e7405e599348?c=o"
"衛署藥製字第050189號","“正和”驅咳膠囊","Ke Sou Capsules“C.H.”","膠囊","","紅;;;白","","無","20.1",,,"https://mcp.fda.gov.tw/insert/shapeImg/3b2eb725-fcaf-4d03-bae0-3f56e6962c61?c=o"
"衛署藥製字第050210號","律諾膜衣錠 150 毫克","Rhynorm Film Coated Tablets 150 mg","圓形","","白","","無","9","R",,"https://mcp.fda.gov.tw/insert/shapeImg/1d868fd2-df1c-4ac0-8d7c-02abd48f86b7?c=o"
"衛署藥製字第050211號","“長安”綜合感冒咳嗽膠囊","Zuanhocanmon Kosou Capsules“C.A.”","膠囊","","橘;;;橘","","無","22",,,"https://mcp.fda.gov.tw/insert/shapeImg/d8ca47c5-3c06-455e-a90b-9aa3b9a6ab1d?c=o"
"衛署藥製字第050221號","利撒爾感冒膠囊","Risal Cold Capsules","膠囊","","紅;;;白","","無","22","RC","RC","https://mcp.fda.gov.tw/insert/shapeImg/cdc78af6-9a1b-4e73-9c71-c6b8bf5243b3?c=o"
"衛署藥製字第050223號","“利達”腦益健錠2 毫克","Naizhu Tablets 2 mg ""Lita""","圓形","","白","","直線","8","SD T120",,"https://mcp.fda.gov.tw/insert/shapeImg/3d6663f3-c182-43b7-b133-d048a63b6501?c=o"
"衛署藥製字第050227號","“正和”談舒持續性藥效錠 75 毫克","Ambro SR Tablets 75mg“C.H.”","圓形","","黃","","無","11","CH 70",,"https://mcp.fda.gov.tw/insert/shapeImg/c03bbaba-0ac8-42e5-bc80-dfbc82adb3f3?c=o"
"衛署藥製字第050240號","絡舒坦 膜衣錠50毫克","Lowten F.C. Tablets 50 mg","橢圓形","","白","","直線","10","SW",,"https://mcp.fda.gov.tw/insert/shapeImg/a2611f6e-4f55-431f-a843-07f942f51e9c?c=o"
"衛署藥製字第050241號","克免栓膜衣錠75毫克","Clotinil F.C. Tablets 75mg","圓形","","粉","","無","9","75",,"https://mcp.fda.gov.tw/insert/shapeImg/af5a360d-3c6a-495b-a293-6af661843656?c=o"
"衛署藥製字第050251號","解佳益 舌下錠","Desud Plus Sublingual Tablets","六邊形","","橘","","無","13","LP","24","https://mcp.fda.gov.tw/insert/shapeImg/4d588d19-cee0-48d1-a02d-1ed10ca52260?c=o"
"衛署藥製字第050254號","“瑪科隆”利舒壓 錠0.5毫克","Rixia Tablets 0.5mg“MACRO”(Metolazone)","四邊形","","白","","直線","6","RP",,"https://mcp.fda.gov.tw/insert/shapeImg/971b7986-ed0d-4cd0-9f16-d92f80851f0b?c=o"
"衛署藥製字第050261號","“大豐”抒疼錠","“T.F.”Su-Ton Tablets","圓形","","白","","直線","13","TA FONG 101",,"https://mcp.fda.gov.tw/insert/shapeImg/f6b9b162-560e-4e9d-a576-db10fdaa964d?c=o"
"衛署藥製字第050273號","喜復憶膜衣錠 10 毫克","Demenzil F.C. Tablets 10mg","圓形","","黃","","直線","8","002",,"https://mcp.fda.gov.tw/insert/shapeImg/2af12a4c-4152-4b1b-b60a-be46c8e8c1ec?c=o"
"衛署藥製字第050340號","“元宙”碳酸氫鈉錠0.6公克","Sodium Bicarbonate Tablets 0.6 Gm“Y.C.”","橢圓形","","白","","無","15","N A",,"https://mcp.fda.gov.tw/insert/shapeImg/cb30ffb2-3a2f-4b34-8eb2-294e2a211806_img_1?c=o"
"衛署藥製字第050423號","脈化寧 錠 2.5 毫克","Mafarin Tablets 2.5 mg","圓形","","橘","","直線","9","MF 2 1 2",,"https://mcp.fda.gov.tw/insert/shapeImg/e36aee0d-fc65-406e-98f1-b808d1167061?c=o"
"衛署藥製字第050769號","泌樂可持續性藥效錠 30 毫克","Glicron MR Tablets 30 mg","四邊形","","白","","無","10.0","CCP ","C86","https://mcp.fda.gov.tw/insert/shapeImg/6f340d18-0184-4e4a-bc8a-97a183b0def9?c=o"
"衛署藥製字第050771號","懷適樂顆粒","HEIGHT URSO GRANULES","顆粒劑、粉劑或散劑","","棕;;;黃","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/c2db665f-df47-43a1-b466-058f157aaa1c_img_1?c=o"
"衛署藥製字第050866號","喜妥善膠囊 250 毫克","Mycocep Capsules 250mg","膠囊","","藍;;;棕","","無","18.8","GBL","001","https://mcp.fda.gov.tw/insert/shapeImg/b9e9dbda-d35c-4a94-a9b0-7b5cbc618f16?c=o"
"衛署藥製字第050874號","“井田”揮敏膜衣錠 60 毫克","Fe Min Film Coated Tablets 60mg “Chinteng”","橢圓形","","粉","","直線","12","H60",,"https://mcp.fda.gov.tw/insert/shapeImg/15c77486-0517-4cf6-9896-3ad0bd08df33?c=o"
"衛署藥製字第050876號","達普頌錠劑 100 毫克","Exdapsone Tablets 100 mg","圓形","","白","","直線","6.6","EX 26",,"https://mcp.fda.gov.tw/insert/shapeImg/8e355bd4-309b-4b3c-96d2-96287967ae9e?c=o"
"衛署藥製字第050881號","普拿疼伏冒熱飲散劑加強配方","Panadol Cold & Flu Hot Remedy Powder extra formula","顆粒劑、粉劑或散劑","","黃","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/ec52ebcb-244e-447a-9757-55ace3ad8323?c=o"
"衛署藥製字第051027號","喜關 膠囊500毫克","Xizuam Capsules 500mg","膠囊","","紅;;;白","","無","22",,"XIC","https://mcp.fda.gov.tw/insert/shapeImg/03ed6262-16e8-4f84-a0a7-e3d777fe87c7?c=o"
"衛署藥製字第051029號","欣泰 錠 10 毫克","Syntace Tablets 10 mg","雙圓形","","白","","直線","7.2","S Y","1 1","https://mcp.fda.gov.tw/insert/shapeImg/aa53f27c-78b6-4d9f-a6f0-123fc1955485?c=o"
"衛署藥製字第051192號","“十全”憂利安錠 200 毫克","Mupod Tablets 200 mg“S.C.”","圓形","","白","","直線",,"SCA12",,"https://mcp.fda.gov.tw/insert/shapeImg/e3d73a41-ff56-49c8-b18f-9b86850d2a54?c=o"
"衛署藥製字第051198號","“育新”服舒清膜衣錠 250 毫克","Fusodate F.C. Tablet 250mg “Yuhsin”","四邊形","","白","","直線","15",,,"https://mcp.fda.gov.tw/insert/shapeImg/601362fd-1962-4e0a-b297-a33d6a728155?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/884bd9e0-3e47-4644-bdb8-d7db00a85494?c=o"
"衛署藥製字第051386號","普拿疼伏冒治咳膜衣錠","Panadol Cold and Flu Cough F.C. Caplets","橢圓形","","橘","","無","17","H1",,"https://mcp.fda.gov.tw/insert/shapeImg/73a2e620-e542-4be4-b6c6-3161fb8f3b68?c=o"
"衛署藥製字第051389號","寧暈錠 16 毫克","Nodizy Tablets 16 mg","圓形","","白","","直線","9","AX 013",,"https://mcp.fda.gov.tw/insert/shapeImg/81dad66f-ebde-4a50-b49b-954a08d826d1_img_1?c=o"
"衛署藥製字第051522號","礙沙凝膠","Esarin Gel","其他","","透明","",,,,,"https://mcp.fda.gov.tw/insert/shapeImg/2b98440f-da0a-47a1-aac0-5ee434e6146f?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/e6fb7639-24ba-4738-b93f-860e6ea2e454?c=o"
"衛署藥製字第051523號","抹脂錠 40 毫克","Maxatin Tablets 40 mg","橢圓形","","黃","","直線","15","M A","4 0","https://mcp.fda.gov.tw/insert/shapeImg/7116b17d-5906-46e1-b18c-8ceab04fa144?c=o"
"衛署藥製字第051524號","康立定 膠囊 100 毫克","Carbatin Capsules 100 mg","膠囊","","白;;;白","","無","16","NKP 503",,"https://mcp.fda.gov.tw/insert/shapeImg/ccd0d06d-6954-4c90-8057-2e28e224f61e?c=o"
"衛署藥製字第051597號","脈樂必克膜衣錠50毫克","Mirobect Tablet 50","橢圓形","","白","","直線","13","R E",,"https://mcp.fda.gov.tw/insert/shapeImg/d01fbde6-bb93-458c-a4b1-2f2b27c59e5a?c=o"
"衛署藥製字第051598號","亞妥悠膜衣錠10毫克","Atoty F.C. Tablets 10 mg","橢圓形","","白","","無","9.9","CCP","163","https://mcp.fda.gov.tw/insert/shapeImg/3da55f5a-b2e4-46ca-b391-4c6704a2ab3a?c=o"
"衛署藥製字第051718號","內貝思膜衣錠 10 毫克","Nepes F.C. Tablets 10mg","圓形","","黃","","無","9","FR","10","https://mcp.fda.gov.tw/insert/shapeImg/97b770af-b682-458c-ab21-9d2768119193?c=o"
"衛署藥製字第051719號","“皇佳”普利酸錠300毫克","Purinol-300 Tablets 300mg“Royal”","圓形","","粉","","直線","9.5",,,"https://mcp.fda.gov.tw/insert/shapeImg/13699b69-9204-4d17-8ce4-53fb65eca582?c=o"
"衛署藥製字第051728號","“瑞安”克憂寧膜衣錠50毫克","“Purzer” Purtraline Film Coated Tablet 50mg","四邊形","","白","","直線","10.4","S 02",,"https://mcp.fda.gov.tw/insert/shapeImg/64f1ee5d-c2f0-47eb-9e71-be304279e492?c=o"
"衛署藥製字第051732號","降脂妥膜衣錠40毫克","Atorin F.C. Tablets 40mg","橢圓形","","白","","直線","16","G L","8 7","https://mcp.fda.gov.tw/insert/shapeImg/d3340960-a3ac-4b84-b45a-53d0a5ca7d9d?c=o"
"衛署藥製字第052113號","輔醣穩錠 4毫克","DonGlu Tablets 4mg","雙圓形","","藍","","直線","10","A X","062 062","https://mcp.fda.gov.tw/insert/shapeImg/ffc0246d-019a-4304-9b43-142d6ffc0805_img_1?c=o"
"衛署藥製字第052301號","“大豐”安利脂膜衣錠40毫克","Lipiminus F.C Tablets 40mg","橢圓形","","白","","無","16","TF 501","40","https://mcp.fda.gov.tw/insert/shapeImg/c822d227-6986-4111-ae31-0d89c98d1bd2?c=o"
"衛署藥製字第052305號","“培力”愉婷錠1.5毫克","Safe Plan Tablets 1.5mg“P.L.”","圓形","","白","","無","7","PL","T47","https://mcp.fda.gov.tw/insert/shapeImg/06f9d60b-7adc-4ecb-a964-350f583ac79e?c=o"
"衛署藥製字第052308號","“信東”日理得錠1毫克","Reglide Tablets 1 mg","圓形","","黃","","無","6","ST 113",,"https://mcp.fda.gov.tw/insert/shapeImg/f3edd2a5-6ab1-4dc2-882e-abbefc1c4502?c=o"
"衛署藥製字第052337號","快如妥錠10毫克","Glufast tablet 10mg","四邊形","","白","","無","10","e","06 06","https://mcp.fda.gov.tw/insert/shapeImg/6919c0bb-1924-45cd-8490-883c32b29a30?c=o"
"衛署藥製字第052345號","“十全”倍利肝膠囊","Silymarin Capsules“S.C.”","膠囊","","紅","","無",,"SC S13",,"https://mcp.fda.gov.tw/insert/shapeImg/32de142b-1246-4f32-b2cc-b6459ee75d52?c=o"
"衛署藥製字第052354號","好克敏膜衣錠5毫克","Neocetin F.C Tablets 5mg","橢圓形","","白","","無","8","NK","486","https://mcp.fda.gov.tw/insert/shapeImg/19b7595d-6c67-42e1-ac1d-ed6532dbdc17?c=o"
"衛署藥製字第052357號","痛能錠400毫克","Tolax Tablets 400mg","橢圓形","","粉","","直線","16","MEIDER",,"https://mcp.fda.gov.tw/insert/shapeImg/b80a51bd-bd3e-4748-94ec-be170d48ebb0?c=o"
